Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkingAgeRatio
41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3,0.2926829268292683
36,,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0.19444444444444445
41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,0.5121951219512195
52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,0.5
40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8,0.225
49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0.4489795918367347
27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4,0.2222222222222222
38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,0.15789473684210525
51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,0.27450980392156865
40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2,0.2
29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0.3448275862068966
40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0.275
51,,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,0.29411764705882354
34,,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,0.23529411764705882
30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,0.36666666666666664
49,,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,No,14,3,4,0,17,3,2,9,6,0,8,0.3469387755102041
29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,0.27586206896551724
35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,0.2857142857142857
45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0.5777777777777777
50,,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,0.64
43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0.4186046511627907
32,,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,No,13,3,3,0,6,3,3,6,2,4,1,0.1875
47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6,0.5531914893617021
51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3,0.5686274509803921
46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,0.2826086956521739
44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,0.5454545454545454
29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,0.3103448275862069
46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,0.5217391304347826
48,,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0.4791666666666667
40,,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,0.2
29,1.0,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,0.1724137931034483
40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,0.2
30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1,0.3
42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,0.19047619047619047
41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0.24390243902439024
42,,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,No,12,3,4,0,20,2,3,20,9,3,7,0.47619047619047616
42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10,0.5
25,0.0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,0.28
32,,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0.3125
43,,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,No,20,4,3,1,7,5,3,7,7,7,7,0.16279069767441862
26,,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,0.038461538461538464
38,,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,0.18421052631578946
31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,0.2903225806451613
27,,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Yes,20,4,2,1,6,0,3,6,2,0,3,0.2222222222222222
41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0.1951219512195122
36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,0.5
38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2,0.34210526315789475
35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,0.2
45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0.3333333333333333
47,0.0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,0.5957446808510638
56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0.5
32,,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,No,14,3,2,1,3,2,3,2,2,2,2,0.09375
59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,0.5084745762711864
28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7,0.35714285714285715
50,1.0,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,0.1
30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0,0.4
30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,No,13,3,1,0,10,5,3,10,0,1,8,0.3333333333333333
30,,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,13,3,3,0,1,3,2,1,0,0,0,0.03333333333333333
21,0.0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,0.14285714285714285
35,1.0,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,0.14285714285714285
40,0.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,0.25
31,,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,0.41935483870967744
56,0.0,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1,0.5357142857142857
44,,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,0.13636363636363635
46,0.0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0.5434782608695652
40,0.0,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7,0.375
46,0.0,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0.34782608695652173
35,0.0,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,No,14,3,2,0,16,2,3,15,13,2,8,0.45714285714285713
40,0.0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0.5
36,0.0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,0.2777777777777778
43,0.0,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8,0.46511627906976744
31,0.0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0.06451612903225806
36,0.0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4,0.2222222222222222
36,0.0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0.4722222222222222
45,0.0,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1,0.2
27,0.0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,0.037037037037037035
51,0.0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,0.45098039215686275
53,0.0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0.5660377358490566
31,1.0,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,0.3870967741935484
35,0.0,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1,0.17142857142857143
27,0.0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4,0.2222222222222222
27,0.0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,0.18518518518518517
34,0.0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0.38235294117647056
38,,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,No,11,3,4,1,10,1,3,8,3,7,7,0.2631578947368421
24,0.0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,0.16666666666666666
44,,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,0.5454545454545454
43,,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0.32558139534883723
38,0.0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3,0.10526315789473684
33,,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,0.3333333333333333
41,0.0,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9,0.4634146341463415
46,0.0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0.6086956521739131
42,,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,0.09523809523809523
30,0.0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,0.2
46,0.0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0.5
36,,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,0.4166666666666667
27,0.0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,0.3333333333333333
32,0.0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0.3125
21,,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0.14285714285714285
41,0.0,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0,0.3902439024390244
21,1.0,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,0.14285714285714285
34,0.0,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3,0.29411764705882354
36,0.0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0.1111111111111111
34,0.0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,0.17647058823529413
38,,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0.39473684210526316
26,1.0,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,0,1,2,2,1,0,0,1,0.038461538461538464
38,,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0.10526315789473684
48,0.0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0.14583333333333334
53,0.0,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,0.09433962264150944
39,0.0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4,0.20512820512820512
32,,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2,0.21875
34,,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7,0.3235294117647059
38,,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7,0.5263157894736842
34,,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0.2647058823529412
31,0.0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9,0.41935483870967744
27,0.0,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0,0.2962962962962963
45,0.0,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2,0.4
32,0.0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0.15625
56,0.0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,0.6607142857142857
51,0.0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,0.19607843137254902
50,0.0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,0.6
28,0.0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0.35714285714285715
33,1.0,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,0.42424242424242425
29,1.0,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,0.10344827586206896
41,0.0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,0.1951219512195122
52,1.0,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,0.21153846153846154
22,1.0,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,0.045454545454545456
35,,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0.4857142857142857
28,0.0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0.21428571428571427
27,,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7,0.3333333333333333
27,0.0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,0.18518518518518517
47,0.0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0.10638297872340426
27,,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0.18518518518518517
44,0.0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,0.38636363636363635
33,,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0.3939393939393939
33,0.0,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,0.24242424242424243
28,,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,0.2857142857142857
35,0.0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0.42857142857142855
35,,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,0.17142857142857143
47,,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0.6170212765957447
45,0.0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,0.37777777777777777
35,0.0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,0.45714285714285713
